id,title,category,price,rating
0137145500,book_0137145500,,0.0,4.0
0062230174,book_0062230174,,0.0,4.0
0151015082,book_0151015082,,0.0,4.0
0064472671,book_0064472671,,0.0,4.0
0061711802,book_0061711802,,0.0,4.0
0099468646,book_0099468646,,0.0,4.0
0061067156,book_0061067156,,0.0,4.0
0060541741,book_0060541741,,0.0,4.0
0062075950,book_0062075950,,0.0,4.0
0062297031,book_0062297031,,0.0,4.0
0060919884,book_0060919884,,0.0,4.0
0199657122,book_0199657122,,0.0,4.0
0143034898,book_0143034898,,0.0,4.0
014280018X,book_014280018X,,0.0,4.0
0060892374,book_0060892374,,0.0,4.0
0060762055,book_0060762055,,0.0,4.0
0140067477,book_0140067477,,0.0,4.0
0061239194,book_0061239194,,0.0,4.0
0060820683,book_0060820683,,0.0,4.0
0061031453,book_0061031453,,0.0,4.0
0062021281,book_0062021281,,0.0,4.0
0006162649,book_0006162649,,0.0,4.0
0143038095,book_0143038095,,0.0,4.0
0060825405,book_0060825405,,0.0,4.0
0061229695,book_0061229695,,0.0,4.0
0061177571,book_0061177571,,0.0,4.0
0062090364,book_0062090364,,0.0,4.0
0137056532,book_0137056532,,0.0,4.0
0061713767,book_0061713767,,0.0,4.0
0240815653,book_0240815653,,0.0,4.0
030727747X,book_030727747X,,0.0,4.0
0060825413,book_0060825413,,0.0,4.0
0060930187,book_0060930187,,0.0,4.0
0142411558,book_0142411558,,0.0,4.0
0240521765,book_0240521765,,0.0,4.0
0300166311,book_0300166311,,0.0,4.0
0140267670,book_0140267670,,0.0,4.0
0061091847,book_0061091847,,0.0,4.0
0137135556,book_0137135556,,0.0,4.0
0307269760,book_0307269760,,0.0,4.0
0060721545,book_0060721545,,0.0,4.0
006220422X,book_006220422X,,0.0,4.0
0062278509,book_0062278509,,0.0,4.0
0143124943,book_0143124943,,0.0,4.0
0132172607,book_0132172607,,0.0,4.0
0061782351,book_0061782351,,0.0,4.0
0140447946,book_0140447946,,0.0,4.0
