id,title,category,price,rating
2,Diary of Dreams,"darkwave,german,gothic,seen live,ambient",0.0,4.0
6,Moonspell,"gothic metal,black metal,doom metal,seen live,gothic",0.0,4.0
7,Marilyn Manson,"metal,industrial,rock,industrial metal,alternative",0.0,4.0
8,DIR EN GREY,"j-rock,metal,visual kei,japanese,jrock",0.0,4.0
9,Combichrist,"industrial,ebm,dark electro,seen live,electro-industrial",0.0,4.0
10,Grendel,"ebm,dark electro,industrial,electronic,harsh ebm",0.0,4.0
12,Behemoth,"death metal,black metal,brutal death metal,blackened death metal,polish",0.0,4.0
13,Hocico,"ebm,industrial,dark electro,electro-industrial,harsh ebm",0.0,4.0
15,Dimmu Borgir,"black metal,symphonic black metal,melodic black metal,death metal,metal",0.0,4.0
16,London After Midnight,"gothic,industrial,gothic rock,darkwave,goth",0.0,4.0
17,Psyclon Nine,"industrial,dark electro,ebm,harsh ebm,aggrotech",0.0,4.0
18,The CrÃ¼xshadows,"darkwave,gothic,industrial,electronic,ebm",0.0,4.0
19,:wumpscut:,"industrial,ebm,electronic,dark electro,electro-industrial",0.0,4.0
25,Cradle of Filth,"metal,black metal,gothic metal,symphonic black metal,death metal",0.0,4.0
27,Laibach,"industrial,ebm,electronic,german,avant-garde",0.0,4.0
30,And One,"synthpop,ebm,electronic,industrial,futurepop",0.0,4.0
32,Covenant,"ebm,electronic,futurepop,synthpop,industrial",0.0,4.0
34,Icon of Coil,"ebm,industrial,electronic,synthpop,futurepop",0.0,4.0
36,KMFDM,"industrial,industrial metal,industrial rock,electronic,german",0.0,4.0
37,Funker Vogt,"ebm,german,darkwave,aggrotech,industrial",0.0,4.0
39,Sopor Aeternus & The Ensemble of Shadows,"darkwave,gothic,electronic,german,instrumental",0.0,4.0
40,The Faint,"electronic,dance,indie,indie rock,alternative",0.0,4.0
41,God Module,"ebm,dark electro,aggrotech,industrial,dark",0.0,4.0
45,Mindless Self Indulgence,"punk,industrial,electronic,industrial jungle pussy punk,alternative",0.0,4.0
46,Pyotr Ilyich Tchaikovsky,"classical,romantic,instrumental,gossip girl,christmas blend",0.0,4.0
47,Emperor,"black metal,true norwegian black metal,metal,avant-garde,epic",0.0,4.0
49,Reaper,"industrial,dark electro,ebm,electro-industrial,electronic",0.0,4.0
51,Duran Duran,"80s,new wave,pop,new romantic,duran duran",0.0,4.0
52,Morcheeba,"trip-hop,chillout,downtempo,electronic,female vocalists",0.0,4.0
53,Air,"electronic,chillout,ambient,trip-hop,downtempo",0.0,4.0
54,Hooverphonic,"trip-hop,chillout,electronic,female vocalists,downtempo",0.0,4.0
55,Kylie Minogue,"pop,dance,electronic,female vocalists,80s",0.0,4.0
56,Daft Punk,"electronic,dance,electronica,house,techno",0.0,4.0
57,Thievery Corporation,"chillout,trip-hop,downtempo,lounge,electronic",0.0,4.0
58,Goldfrapp,"electronic,female vocalists,trip-hop,dance,electronica",0.0,4.0
59,New Order,"new wave,80s,electronic,post-punk,alternative",0.0,4.0
61,Talk Talk,"80s,new wave,pop,synthpop,synth pop",0.0,4.0
63,Enigma,"ambient,new age,chillout,electronic,electronica",0.0,4.0
64,RÃ¶yksopp,"electronic,chillout,electronica,ambient,norwegian",0.0,4.0
65,Coldplay,"alternative,rock,alternative rock,britpop,indie",0.0,4.0
66,Faithless,"electronic,trip-hop,dance,electronica,seen live",0.0,4.0
67,Madonna,"pop,dance,female vocalists,80s,electronic",0.0,4.0
68,Icehouse,"80s,new wave,new romantic,rock,australian",0.0,4.0
69,Sade,"soul,jazz,chillout,female vocalists,pop",0.0,4.0
70,Moby,"electronic,ambient,chillout,alternative,electronica",0.0,4.0
71,Dido,"female vocalists,pop,alternative,singer-songwriter,british",0.0,4.0
72,Depeche Mode,"electronic,new wave,80s,synthpop,synth pop",0.0,4.0
75,Camouflage,"new wave,electronic,80s,synthpop,synth pop",0.0,4.0
76,Electronic,"electronic,soundtrack,new wave,dance,alternative",0.0,4.0
77,George Michael,"pop,80s,90s,dance,sexy",0.0,4.0
80,Groove Armada,"electronic,chillout,house,dance,electronica",0.0,4.0
81,Portishead,"trip-hop,electronic,chillout,female vocalists,alternative",0.0,4.0
82,Marc Almond,"new romantic,new wave,synth pop,80s,alternative",0.0,4.0
84,Cut Copy,"electronic,dance,indie,electro,electronica",0.0,4.0
85,Spandau Ballet,"80s,new wave,new romantic,british,pop",0.0,4.0
86,Katie Melua,"jazz,female vocalists,blues,chillout,pop",0.0,4.0
88,Gorillaz,"alternative,electronic,rock,indie,hip-hop",0.0,4.0
89,Lady Gaga,"pop,dance,electronic,female vocalists,lady gaga",0.0,4.0
90,Kosheen,"trip-hop,electronic,dance,drum and bass,chillout",0.0,4.0
91,Nik Kershaw,"new wave,80s,british,synthpop,synth pop",0.0,4.0
93,Jean-Michel Jarre,"ambient,electronic,instrumental,new age,chillout",0.0,4.0
95,Simply Red,"80s,soul,british,pop,90s",0.0,4.0
96,Fleetwood Mac,"classic rock,70s,rock,80s,blues rock",0.0,4.0
97,Duffy,"soul,female vocalists,pop,british,singer-songwriter",0.0,4.0
98,Japan,"new romantic,new wave,80s,synth pop,synthpop",0.0,4.0
99,INXS,"80s,rock,new wave,pop,alternative",0.0,4.0
100,ABC,"80s,new wave,british,synthpop,new romantic",0.0,4.0
103,Max Richter,"ambient,experimental,drone,instrumental,piano",0.0,4.0
107,Burial,"ambient,electronic,dubstep,experimental,electronica",0.0,4.0
126,The Notwist,"indietronica,electronic,post-rock,electronica,chillout",0.0,4.0
151,Deep Forest,"ambient,new age,chillout,world,electronic",0.0,4.0
152,Porcupine Tree,"progressive rock,psychedelic,rock,progressive metal,progressive",0.0,4.0
153,De/Vision,"synthpop,electronic,synth pop,ebm,german",0.0,4.0
154,Radiohead,"alternative,rock,alternative rock,indie,electronic",0.0,4.0
155,Robbie Williams,"pop,britpop,rock,british,alternative",0.0,4.0
156,VAST,"alternative,alternative rock,electronic,rock,indie",0.0,4.0
157,Michael Jackson,"pop,80s,dance,soul,funk",0.0,4.0
159,The Cure,"new wave,80s,post-punk,alternative,rock",0.0,4.0
161,Enrique Iglesias,"dance,latin,pop,male vocalists,love",0.0,4.0
162,God Is an Astronaut,"post-rock,instrumental,ambient,experimental,post rock",0.0,4.0
163,Pink Floyd,"progressive rock,classic rock,psychedelic rock,rock,psychedelic",0.0,4.0
165,Planet Funk,"electronic,dance,funk,electronica,ambient",0.0,4.0
166,The Cranberries,"alternative,female vocalists,90s,rock,alternative rock",0.0,4.0
167,Scissor Sisters,"dance,pop,electronic,alternative,indie",0.0,4.0
170,Mew,"indie rock,indie,alternative,rock,alternative rock",0.0,4.0
171,Stereophonics,"rock,alternative,indie,britpop,indie rock",0.0,4.0
172,Garbage,"rock,alternative,alternative rock,female vocalists,indie",0.0,4.0
173,Placebo,"alternative,alternative rock,indie,rock,britpop",0.0,4.0
174,Infected Mushroom,"electronic,trance,psytrance,psychedelic,goa",0.0,4.0
175,Delerium,"ambient,trance,electronic,chillout,electronica",0.0,4.0
176,Scorpions,"hard rock,heavy metal,80s,rock,classic rock",0.0,4.0
178,Dolores O'Riordan,"rock,alternative,female vocalists,singer-songwriter,irish",0.0,4.0
180,Roxette,"pop,80s,rock,90s,female vocalists",0.0,4.0
181,Paradise Lost,"gothic metal,doom metal,metal,death metal,seen live",0.0,4.0
182,Keane,"alternative,indie,britpop,british,rock",0.0,4.0
183,Jamiroquai,"funk,electronic,acid jazz,dance,pop",0.0,4.0
184,James Blunt,"pop,singer-songwriter,acoustic,male vocalists,british",0.0,4.0
185,Reamonn,"rock,alternative rock,pop rock,seen live,grunge",0.0,4.0
186,Blackfield,"progressive rock,alternative rock,rock,alternative,progressive",0.0,4.0
187,a-ha,"new wave,80s,pop,synth pop,synthpop",0.0,4.0
188,Opeth,"progressive metal,progressive death metal,metal,death metal,progressive rock",0.0,4.0
189,Poets of the Fall,"alternative rock,rock,alternative,melancholic,indie",0.0,4.0
190,Muse,"alternative rock,rock,alternative,progressive rock,indie",0.0,4.0
191,OneRepublic,"alternative,rock,alternative rock,indie,pop rock",0.0,4.0
192,Elton John,"pop,classic rock,rock,singer-songwriter,british",0.0,4.0
193,Tears for Fears,"80s,new wave,british,pop,synthpop",0.0,4.0
195,Bright Eyes,"indie,folk,acoustic,singer-songwriter,indie rock",0.0,4.0
196,Beirut,"folk,indie,singer-songwriter,indie folk,mellow",0.0,4.0
197,Tom Waits,"blues,experimental,rock,singer-songwriter,folk",0.0,4.0
198,System of a Down,"metal,alternative metal,rock,nu metal,alternative",0.0,4.0
199,Arcade Fire,"indie,indie rock,alternative,rock,alternative rock",0.0,4.0
200,Gogol Bordello,"punk,gypsy punk,alternative,summer,singer-songwriter",0.0,4.0
201,ÐÐµÐ½Ð¸Ð½Ð³ÑÐ°Ð´,"ska,favorite,everythings illuminated soundtrack",0.0,4.0
202,CAKE,"alternative rock,alternative,indie,rock,90s",0.0,4.0
203,Blur,"britpop,rock,alternative,british,indie",0.0,4.0
204,Damien Rice,"acoustic,singer-songwriter,indie,folk,male vocalists",0.0,4.0
205,Andrew Bird,"singer-songwriter,folk,indie,seen live,mellow",0.0,4.0
206,Beck,"alternative,indie,rock,singer-songwriter,electronic",0.0,4.0
207,Arctic Monkeys,"indie rock,indie,british,rock,alternative",0.0,4.0
208,Babyshambles,"indie rock,indie,british,alternative,britpop",0.0,4.0
209,My Chemical Romance,"rock,alternative,punk rock,emo,punk",0.0,4.0
210,Bloc Party,"indie,indie rock,rock,alternative,british",0.0,4.0
211,The Decemberists,"folk,indie,alternative,indie rock,indie pop",0.0,4.0
212,Bob Dylan,"folk,singer-songwriter,classic rock,60s,blues",0.0,4.0
214,DeVotchKa,"experimental,rock,alternative,indie,folk",0.0,4.0
215,Jeff Buckley,"singer-songwriter,rock,alternative,acoustic,alternative rock",0.0,4.0
216,Sparklehorse,"indie,indie rock,folk,experimental,rock",0.0,4.0
217,Death Cab for Cutie,"indie,indie rock,alternative,rock,alternative rock",0.0,4.0
218,Man Man,"seen live,awesome,awesome-ness",0.0,4.0
219,M. Ward,"folk,indie,singer-songwriter,alternative,indie rock",0.0,4.0
